,round,tube,nut,amount
0,0.0,0.0,0.0,2000.0
1,0.0,0.0,1.0,2000.0
2,0.0,0.0,2.0,2000.0
3,0.0,0.0,3.0,1750.9669053794967
4,0.0,1.0,0.0,2000.0
5,0.0,1.0,1.0,2000.0
6,0.0,1.0,2.0,2000.0
7,0.0,1.0,3.0,1769.9748480924948
8,0.0,2.0,0.0,2000.0
9,0.0,2.0,1.0,2000.0
10,0.0,2.0,2.0,2000.0
11,0.0,2.0,3.0,1748.3533230324238
